Batch Size,rsa_naive_exponentiation (CPU),rsa_montgomery_exponentiation (CPU),rsa_naive_exponentiation (GPU)
1000,0.0033714771270751953,0.01597118377685547,0.00030803680419921875
10000,0.03782939910888672,0.18895292282104492,0.001500844955444336
100000,0.32744288444519043,1.5561199188232422,0.0007092952728271484
1000000,3.0484917163848877,13.840285539627075,0.006354808807373047
