Batch Size,CPU Naive Time (s),CPU Montgomery Time (s),GPU Naive Time (s),CPU-to-GPU Speedup
1000,0.003577709197998047,0.016910076141357422,0.00030541419982910156,11.714285714285714
10000,0.03551626205444336,0.16341447830200195,0.0005476474761962891,64.85241619503701
100000,0.31237292289733887,1.5541489124298096,0.0006625652313232422,471.45987765383234
1000000,3.0266385078430176,13.986506938934326,0.01755237579345703,172.43469165987503
